date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:04:34	3971/3971	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2003:18:20%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/woo-smart-quick-view/assets/css/icons.css?ver=4.0.6	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/woo-smart-quick-view/assets/css/icons8603.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:34	24055/24055	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Jul%202024%2003:18:20%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/woo-smart-quick-view/assets/css/frontend.css?ver=4.0.6	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/woo-smart-quick-view/assets/css/frontend8603.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:35	3089/3089	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Aug%202024%2015:52:05%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/woo-smart-wishlist/assets/css/icons.css?ver=4.8.9	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/woo-smart-wishlist/assets/css/icons1f93.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:35	20065/20065	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Aug%202024%2015:52:05%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/woo-smart-wishlist/assets/css/frontend.css?ver=4.8.9	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/woo-smart-wishlist/assets/css/frontend1f93.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:35	19820/19820	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2013:20:23%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.30.0	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.mine94d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:36	212120/212120	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2013:20:22%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.23.4	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/css/frontend-lite.mind5d5.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:36	16471/16471	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2013:20:23%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:36	1257/1257	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2013:20:47%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-5.css?ver=1723036847	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-55274.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:37	4579/4579	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Aug%202024%2006:26:31%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-1913.css?ver=1723098391	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-191396fa.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:37	87493/87493	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/animate/animate.min.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/animate/animate.minc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:37	32910/32910	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/animate/custom-animate.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/animate/custom-animatec57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:37	11832/11832	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/bootstrap-select/css/bootstrap-select.min.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/bootstrap-select/css/bootstrap-select.minc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:38	4088/4088	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/bxslider/jquery.bxslider.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/bxslider/jquery.bxsliderc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:38	335/335	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/jarallax/jarallax.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/jarallax/jarallaxc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:39	7302/7302	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/jquery-magnific-popup/jquery.magnific-popup.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/jquery-magnific-popup/jquery.magnific-popupc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:39	3116/3116	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/odometer/odometer.min.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/odometer/odometer.minc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:40	3356/3356	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/owl-carousel/owl.carousel.min.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/owl-carousel/owl.carousel.minc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:40	1018/1018	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/owl-carousel/owl.theme.default.min.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/owl-carousel/owl.theme.default.minc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:41	313/313	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/reey-font/stylesheet.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/reey-font/stylesheetc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:41	307/307	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/alagambe-font/stylesheet.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/alagambe-font/stylesheetc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:42	4064/4064	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/timepicker/timePicker.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/timepicker/timePickerc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:42	34763/34763	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/jquery-ui/jquery-ui.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/jquery-ui/jquery-uic57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:42	25/25	---M--	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/css/tolak-addon.css?ver=1703812994	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/css/tolak-addonc57d.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:43	14332/14332	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/flaticons/css/flaticon.css?ver=1.1	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/flaticons/css/flaticon4963.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:44	2451/2451	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Dec%202023%2010:47:26%20GMT	https://bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/tolak-icons/style.css?ver=1.1	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/tolak-icons/style4963.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:44	3111/3111	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Aug%202024%2015:49:22%20GMT	https://bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/tolak-icons-two/style.css?ver=1.1	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/tolak-icons-two/style4963.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:45	154881/154881	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/bootstrap/css/bootstrap.min.css?ver=5.0.0	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/bootstrap/css/bootstrap.minbb93.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:45	59348/59348	---M-Z	200	added ('OK')	text/css	date:Fri,%2029%20Dec%202023%2001:23:14%20GMT	https://bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/fontawesome/css/all.min.css?ver=5.15.1	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/fontawesome/css/all.min9e0b.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:45	92214/92214	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Feb%202024%2001:39:50%20GMT	https://bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/icofont/icofont.min.css?ver=5.15.1	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/themes/tolak/assets/vendors/icofont/icofont.min9e0b.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:47	806608/806608	---M-Z	200	added ('OK')	text/css	date:Thu,%2008%20Aug%202024%2014:21:14%20GMT	https://bracketweb.com/tolakwp/wp-content/themes/tolak/style.css?ver=1783582468	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/themes/tolak/stylef494.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:47	327864/327864	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2002:40:24%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/page-header-bg-1-1.png	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/page-header-bg-1-1.png	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:47	58071/58071	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2013:20:23%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:48	675/675	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2013:20:23%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:48	2451/2451	---M-Z	200	added ('OK')	text/css	date:Wed,%2013%20Dec%202023%2010:47:26%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/tolak-icons/style.css?ver=1.1	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/tolak-addon/assets/vendors/tolak-icons/style4963.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:49	87553/87553	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2028%20Aug%202023%2022:44:24%20GMT	https://bracketweb.com/tolakwp/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	F:/June/CodePSS/bracketweb.com/tolakwp/wp-includes/js/jquery/jquery.minf43b.js	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:49	13577/13577	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2009%20Jun%202023%2011:19:24%20GMT	https://bracketweb.com/tolakwp/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	F:/June/CodePSS/bracketweb.com/tolakwp/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:50	1722/1722	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20May%202020%2016:11:49%20GMT	http://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min.js?ver=1783582468	F:/June/CodePSS/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.minf494.js	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:50	9636/9636	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2004%20Mar%202026%2002:29:36%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.1.6	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minaa77.js	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:51	3058/3058	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2004%20Mar%202026%2002:29:36%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.1.6	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min7f86.js	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:51	2467/2467	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2004%20Mar%202026%2002:29:36%20GMT	https://bracketweb.com/tolakwp/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.1.6	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min7f86.js	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:52	19012/19012	---M-Z	200	added ('OK')	text/javascript	date:Thu,%2021%20May%202026%2018:36:09%20GMT	https://bracketweb.com/tolakwp/wp-includes/js/underscore.min.js?ver=1.13.8	F:/June/CodePSS/bracketweb.com/tolakwp/wp-includes/js/underscore.min55e2.js	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:52	1431/1431	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2011%20Mar%202026%2002:24:19%20GMT	https://bracketweb.com/tolakwp/wp-includes/js/wp-util.min.js?ver=7.0	F:/June/CodePSS/bracketweb.com/tolakwp/wp-includes/js/wp-util.min8717.js	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:52	1799/1799	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2002:40:16%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/cropped-favicon-32x32-1-32x32.png	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/cropped-favicon-32x32-1-32x32.png	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:53	18579/18579	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2002:40:16%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/cropped-favicon-32x32-1-192x192.png	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/cropped-favicon-32x32-1-192x192.png	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:53	17107/17107	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2002:40:16%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/cropped-favicon-32x32-1-180x180.png	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/cropped-favicon-32x32-1-180x180.png	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:53	198/198	---M--	200	added ('OK')	text/css	date:Thu,%2008%20Aug%202024%2006:26:31%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-1953.css?ver=1723098391	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-195396fa.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:54	198/198	---M--	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2017:13:02%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-1893.css?ver=1723050782	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-1893a102.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:54	6022/6022	---M-Z	200	added ('OK')	text/css	date:Wed,%2007%20Aug%202024%2015:44:07%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-1022.css?ver=1723045447	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/elementor/css/post-1022c7b7.css	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:55	84068/84068	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2002:40:22%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/header-bg.jpg	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/header-bg.jpg	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:55	7787/7787	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2002:40:22%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/logo-light.png	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/logo-light.png	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:55	57710/57710	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2002:40:22%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/home-showcase-1.jpg	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/home-showcase-1.jpg	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:56	59419/59419	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2002:40:22%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/home-showcase-2.jpg	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/home-showcase-2.jpg	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:56	63913/63913	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2002:40:22%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/home-showcase-3.jpg	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/home-showcase-3.jpg	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:56	60360/60360	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2002:40:22%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/home-showcase-4.jpg	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/home-showcase-4.jpg	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:56	75157/75157	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2002:40:28%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/slider-2-bg-1.png	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/slider-2-bg-1.png	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:56	11262/11262	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2002:40:28%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/slider-2-shape-1.png	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/slider-2-shape-1.png	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:57	3717/3717	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jul%202024%2002:40:28%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/slider-2-shape-2.png	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/slider-2-shape-2.png	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:57	153056/153056	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2002:40:28%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/slider-2-2.jpg	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/slider-2-2.jpg	(from https://bracketweb.com/tolakwp/onepage-home-two/)
13:04:59	31267/31267	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jul%202024%2002:40:24%20GMT	https://bracketweb.com/tolakwp/wp-content/uploads/2024/02/service-2-1.jpg	F:/June/CodePSS/bracketweb.com/tolakwp/wp-content/uploads/2024/02/service-2-1.jpg	(from https://bracketweb.com/tolakwp/onepage-home-two/)
